id,category,brand_name,effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings
fa2cfd77-dfe3-4a1e-985b-a2bfa45d4547,cough,Acetylcholine Chloride,2016-07-21,"HOMEOPATHIC INDICATIONS: For temporary relief of symptoms including dizziness, chest congestion, chills, cough, fatigue, rash, itching, headache and poor memory.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","HOMEOPATHIC INDICATIONS: For temporary relief of symptoms including dizziness, chest congestion, chills, cough, fatigue, rash, itching, headache and poor memory.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","ACTIVE INGREDIENT: Acetylcholine Chloride 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C.","INACTIVE INGREDIENTS: Demineralized Water, 25% Ethanol","DIRECTIONS: 1-10 drops under the tongue, 3 times a day or as directed by a health professional. Consult a physician for use in children under 12 years of age.","WARNINGS: Keep out of reach of children. In case of overdose, contact physician or a Poison Control Center right away. If pregnant or breast-feeding, ask a health professional before use. Tamper seal: ""Sealed for Your Protection."" Do not use if seal is broken or missing."
de0b6b37-023e-4bbc-b140-543c386e621f,cough,Tussin DM Cough and Chest Congestion,2020-01-02,Purposes Cough suppressant Expectorant,Uses temporarily relieves cough due to minor throat and bronchial irritation as may occur with a cold helps loosen phlegm (mucus) and thin bronchial secretions to drain bronchial tubes,"Active ingredients (in each softgel) Dextromethorphan HBr, USP 10 mg Guaifenesin, USP 200 mg","Inactive ingredients FD&C Red #40, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol special and white edible ink",Directions do not take more than 12 softgels in any 24-hour period this adult product is not intended for use in children under 12 years of age age dose adults and children 12 years and over 2 softgels every 4 hours children under 12 years do not use,"Warnings Do not use if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have cough that occurs with too much phlegm (mucus) cough that lasts or is chronic such as occurs with smoking, asthma, chronic bronchitis, or emphysema Stop use and ask a doctor if cough lasts for more than 7 days, comes back, or is accompanied by fever, rash, or persistent headache. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away."
136c72ba-e3b8-4e27-b327-ec73e55d483c,cough,Halls Honey Lemon,2019-03-24,"Purposes <Cough Suppressant, Oral Anesthetic>",Uses temporarily relieves cough due to a cold occasional minor irritation or sore throat,Active Ingredient (per drop) Menthol 8.8 mg,"Inactive ingredients <beta carotene, eucalyptus oil, flavors, glucose syrup, honey, soy lecithin, sucralose, sucrose, water>",Directions adults and children 5 years and over: dissolve 1 drop slowly in the mouth. Repeat every 2 hours as needed. children under 5 years: ask a doctor,"Warnings <Sore throat warning: if sore throat is severs, persists for more than 2 days, is accompanied or followed by fever, headache, rash, swelling, nausea, or vomiting, consult a doctor promptly. These may be serious.>"
fdc57c2b-b3d6-4bf2-aa9a-2eedef98d767,cough,Severe sinus Congestion Relief,2019-11-20,Purpose Pain reliever Cough suppressant Expectorant Nasal decongestant,Uses temporarily relieves: nasal congestion headache minor aches and pains sinus congestion and pressure cough temporarily promotes nasal and/or sinus drainage helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive,Active ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg,"Inactive ingredients FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol special, and white edible ink",Directions do not take more than directed (see Overdose warning) do not take more than 12 liquid gels in any 24-hour period adults and children 12 years of age and older: take 2 liquid gels every 4 hours children under 12 years of age: do not use,"Warnings Liver warning This product contains acetaminophen. Severe liver damage may occur if you take more than 12 liquid gels in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen 3 or more alcoholic drinks daily while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away."
1d1a0673-4bd4-4b13-916b-c5948c3bb2f1,cough,Health Mart Cold and Cough childrens,2020-05-19,Purposes Antihistamine Cough suppressant Nasal decongestant,"Uses • temporarily relieves cough due to minor throat and bronchial irritation occurring with a cold, and nasal congestion due to the common cold, hay fever or other upper respiratory allergies • temporarily relieves these symptoms due to hay fever (allergic rhinitis): • runny nose • sneezing • itchy, watery eyes • itching of the nose or throat • temporarily restores freer breathing through the nose","Active ingredients (in each 10 mL) Brompheniramine maleate, USP 2 mg Dextromethorphan HBr, USP 10 mg Phenylephrine HCl, USP 5 mg","Inactive ingredients anhydrous citric acid, edetate disodium, FD&C blue no. 1, FD&C red no. 40, flavor, glycerin, propylene glycol, purified water, saccharin sodium, sodium benzoate, sorbitol solution",Directions • do not take more than 6 doses in any 24-hour period • measure only with dosage cup provided • keep dosage cup with product • mL = milliliter age dose adults and children 12 years and over 20 mL every 4 hours children 6 to under 12 years 10 mL every 4 hours children under 6 years do not use,"Warnings Do not use • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. • to make a child sleepy Ask a doctor before use if you have • heart disease • high blood pressure • thyroid disease • diabetes • trouble urinating due to an enlarged prostate gland • glaucoma • cough that occurs with too much phlegm (mucus) • a breathing problem such as emphysema or chronic bronchitis • cough that lasts or is chronic such as occurs with smoking, asthma or emphysema Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers When using this product • do not use more than directed • may cause marked drowsiness • avoid alcoholic beverages • alcohol, sedatives, and tranquilizers may increase drowsiness • be careful when driving a motor vehicle or operating machinery • excitability may occur, especially in children Stop use and ask a doctor if • you get nervous, dizzy, or sleepless • symptoms do not get better within 7 days or are accompanied by fever • cough lasts for more than 7 days, comes back, or is accompanied by fever, rash, or persistent headache. A persistent cough may be a sign of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222)."
1e2164b4-6563-44c0-970e-9cbea0eb7634,cough,Mucus Relief DM Expectorant and Cough Suppressant Maximum Strength,2020-11-17,Purpose Cough suppressant Expectorant,Uses helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive temporarily relieves: cough due to minor throat and bronchial irritation as may occur with the common cold or inhaled irritants the intensity of coughing the impulse to cough to help you get to sleep,Active ingredients ( in each extended-release tablet) Dextromethorphan Hydrobromide USP 60 mg Guaifenesin USP 1200 mg,"Inactive ingredients colloidal silicon dioxide, hypromellose, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch (maize)","Directions do not crush, chew, or break tablet take with a full glass of water this product can be administered without regard for timing of meals adults and children 12 years and older: 1 tablet every 12 hours; not more than 2 tablets in 24 hours children under 12 years of age: do not use","Warnings Do not use for children under 12 years of age if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product."
4a1ee262-4cd0-4033-89be-5a6d2ec2ae72,cough,good sense sever day time cold and flu,2020-11-12,Purpose Pain reliever/fever reducer Cough suppressant Expectorant Nasal decongestant,Uses • temporarily relieves common cold/flu symptoms: • nasal congestion • sinus congestion and pressure • cough due to minor throat and bronchial irritation • minor aches and pains • headache • fever • sore throat • reduces swelling of nasal passages • temporarily restores freer breathing through the nose • promotes nasal and/or sinus drainage • helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and make coughs more productive,Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg,"Inactive ingredients croscarmellose sodium, crospovidone, FD&C yellow #6 aluminum lake, flavor, maltodextrin, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, pregelatinized starch, propylene glycol, silicon dioxide, stearic acid, sucralose, talc, titanium dioxide",Directions • take only as directed - see overdose warning • do not exceed 8 caplets per 24 hrs adults & children 12 yrs & over 2 caplets with water every 4 hrs children 4 to under 12 yrs ask a doctor children under 4 yrs do not use,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take • more than 4,000 mg of acetaminophen in 24 hours • with other drugs containing acetaminophen • 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: • skin reddening • blisters • rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use • with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. • if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have • liver disease • heart disease • high blood pressure • thyroid disease • diabetes • trouble urinating due to an enlarged prostate gland • cough that occurs with too much phlegm (mucus) • persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin When using this product do not use more than directed Stop use and ask a doctor if • you get nervous, dizzy or sleepless • pain, nasal congestion, or cough gets worse or lasts more than 7 days • fever gets worse or lasts more than 3 days • redness or swelling is present • new symptoms occur • cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
4ac06af7-96ed-4e3b-b7e7-64efee98b405,cough,Cold and Flu Multi-Symptom Daytime/Nighttime Severe,2020-11-25,Purpose Pain reliever/fever reducer Cough suppressant Expectorant Nasal decongestant,Uses temporarily relieves these common cold and flu symptoms: cough headache sore throat minor aches and pains nasal congestion sinus congestion and pressure (Nighttime only) sneezing and runny nose (Nighttime only) help loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive (Daytime only) helps clear nasal passages (Nighttime only) relieves cough to help you sleep (Nighttime only) temporarily reduces fever,Active ingredients (in each caplet) (Daytime Cold & Flu Severe) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg,"Inactive ingredients (Daytime only) corn starch, crospovidone, D&C yellow #10 aluminum lake, flavor, magnesium stearate, maltodextrin, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, silicon dioxide, sodium starch glycolate, stearic acid, sucralose, talc, titanium dioxide","Directions do not take more than directed adults and children 12 years and over take 2 caplets every 4 hours swallow whole - do not crush, chew, or dissolve do not take more than 10 caplets in 24 hours children under 12 years: ask a doctor","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours 3 or more alcoholic drinks every day while using this product with other drugs containing acetaminophen Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have liver disease diabetes thyroid disease heart disease glaucoma (Nighttime only) high blood pressure difficulty in urination due to enlargement of the prostate gland persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema cough that occurs with too much phlegm (mucus) a breathing problem such as emphysema or chronic bronchitis (Nighttime only) Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin taking sedatives or tranquilizers (Nighttime only) When using this product do not exceed recommended dosage excitability may occur, especially in children (Nighttime only) marked drowsiness may occur (Nighttime only) avoid alcoholic beverages (Nighttime only) use caution when driving a motor vehicle or operating machinery (Nighttime only) alcohol, sedatives, and tranquilizers may increase drowsiness (Nighttime only) Stop use and ask a doctor if nervousness, dizziness, or sleeplessness occur new symptoms occur pain, nasal congestion, or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present cough comes back or occurs with rash or headache that lasts.These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of accidental overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Prompt medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms. Read each section carefully. Do not take DAYTIME and NIGHTTIME products at the same time."
57bf4637-8558-47be-880b-f6dd9adbe440,cough,Umcka Cold Flu Berry Chewable,2020-10-15,"Purpose Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irriations, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, sore throat.","Indications & Usage Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irriations, and temporarily relieves flu symptoms: chills/fever, congestion/stuffy nose, cough, headache, hoarseness, minor aches/pains, sneezing/runny nose, sore throat.",Active Ingredient PELARGONIUM SIDOIDES 1X ACONITUM NAPELLUS 4X BRYONIA 4X EUCALYPTUS GLOBULUS 2X EUPATORIUM PERFOLIATUM 6X GELSEMIUM SEMPERVIRENS 4X IPECACUANHA 3X PHOSPHORUS 6X,Inactive Ingredients ANNATTO BEET JUICE LACTOSE MONOHYDRATE CARAMEL COLOR MAGNESIUM STEARATE MALIC ACID MALTODEXTRIN MANNiTOL SODIUM CROSCARMELLOSE NATURAL BERRY FLAVOR SORBITOL STEARIC ACID XYLITOL,"Dosage and Administration Directions: Chew or dissolve tablets in the mouth. Do not swallow whole. For best results, use at first sign of symptoms and continue to use for an additional 48 hours after symptoms cease. Adults and children 12 years of age and older: take 1 chewable tablet 3 times daily. Children 6-11 years of age: take 1 chewable tablet 2 times daily. Children under 6 years of age: consult a physician.","Warning Sore throat warning : Severe or persistent sore throat for more than 2 days or if accompanied by a high fever, headache, nausea, vomiting or rash may be serious. Consult a physician promptly."
599a966d-d6a6-42d4-88e2-ab533938bd89,cough,NightTime Cold and Flu Multi Symptom,2019-12-17,Purpose Pain reliever/fever reducer Cough suppressant Antihistimine,Uses temporarily relieves common cold and flu symptoms: sore throat headache minor aches and pains fever runny nose and sneezing cough due to minor throat and bronchial irritation,Active Ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan Hydrobromide 15 mg Doxylamine Succinate 6.25 mg Purpose Pain reliever/fever reducer Cough suppressant Antihistimine,"Inactive Ingredients D&C yellow #10, edible white ink, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol *may contain this ingredient","Directions do not take more than directed (see Overdose warning) do not take more than 4 doses in 24 hours adults and children 12 years and over: take 2 softgels with water every 6 hours swallow whole; do not crush, chew, or dissolve children under 12 years: do not use when using other Daytime or Nighttime products, carefully read each label to insure correct dosing","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take: more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: Skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor of pharmacist before taking this product. Ask a doctor before use if you have liver disease glaucoma trouble urinating due to an enlarged prostate gland a breathing problem or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema cough that occurs with too much phlegm (mucus) Ask a doctor of pharmacist before use if you are taking the blood thinning drug warfarin taking sedatives or tranquilizers When using this product do not exceed recommended dosage excitability may occur, especially in children avoid alcoholic drinks marked drowsiness may occur alcohol, sedatives, and tranquilizers may increase drowsiness be careful when driving a motor vehicle or operating machinery Stop use and ask a doctor if pain or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: Taking more than the recommended dose can cause liver damage. In case of overdose, get medical help or contact a Poison Control Center right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
5bd7fabb-a628-423a-a951-409fff179178,cough,Nighttime Cold and Flu,2019-10-17,Purpose Pain reliever/fever reducer Cough suppressant Antihistamine,Uses temporarily relieves these common cold/flu symptoms: minor aches and pains headache sore throat fever runny nose and sneezing itchy nose or throat coughs cough due to minor throat and bronchial irritation,"Active ingredients (in each 30 mL, 2 tablespoons) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg","Inactive ingredients acesulfame potassium, alcohol, citric acid, FD&C blue 1, FD&C red 40, flavor,high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate","Directions take only as recommended (see overdose warning) do not exceed 4 doses per 24 hours use dosing cup provided tbsp=tablespoon, mL= milliliter age dose adults & children 12 yrs and over 2 tbsp (30 mL) every 6 hrs children 4 to 11 yrs do not use unless directed by a doctor children under 4 yrs do not use When using other Day Time or Night Time products, carefully read each label to ensure correct dosing","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4 doses ( 8 tablespoons or 120 mL) in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use to make a child sleepy if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. with any other drug containing acetaminophen (prescription or non-prescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist if you are allergic to acetaminophen or any of the inactive ingredients in this product Ask a doctor before use if you have liver disease glaucoma breathing problems chronic bronchitis a sodium-restricted diet trouble urinating due to an enlarged prostate gland persistent or chronic cough such as occurs with smoking, asthma or emphysema or if cough is accompanied by excessive phlegm (mucus) Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers the blood thinning drug warfarin When using this product do not use more than directed (see overdose warning) excitability may occur, especially in children marked drowsiness may occur avoid alcoholic drinks be careful when driving a motor vehicle or operating machinery alcohol, sedatives and tranquilizers may increase drowsiness Stop use and ask a doctor if redness or swelling is present new symptoms occur fever gets worse or lasts more than 7 days cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning : Taking more than the recommended dose (overdose) may cause liver damage. In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
6456b30c-3b7d-4d43-b981-e6a766f42d12,cough,Daytime Cold and Flu Lil Drug Store Products,2017-11-20,Active ingredients (in each 15 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Phenylephrine HCl 5 mg Nasal decongestant,Uses temporarily relieves common cold and flu symptoms minor aches and pains headache sore throat nasal congestion fever cough due to minor throat and bronchial irritation,Active ingredients (in each 15 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Phenylephrine HCl 5 mg Nasal decongestant,"Inactive ingredients citric acid, FD&C yellow #6, flavor, glycerin, propylene glycol, purified water, saccharin sodium, sodium benzoate, sodium chloride, sodium citrate, sorbitol, sucralose, xanthan gum","Directions do not take more than directed (see Overdose warning ) do not take more than 4 doses in any 24-hour period measure only with dosing cup provided. Do not use any other dosing device. keep dosing cup with product mL = milliliter adults and children 12 years and over 30 mL every 4 hours children 6 to under 12 years 15 mL every 4 hours children 4 to under 6 years ask a doctor children under 4 years do not use when using other Daytime or Nighttime products, carefully read each label to ensure correct dosing","Warnings Liver warning This product contains acetaminophen. Severe liver damage may occur if: adult takes more than 4 doses (30 mL each) of acetaminophen in 24 hours, which is the maximum daily amount child takes more than 4 doses (15 mL each) in 24 hours taken with other drugs containing acetaminophen adult has 3 or more alcoholic drinks every day while using this product Allergy alert Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have liver disease heart disease high blood pressure thyroid disease diabetes a sodium-restricted diet trouble urinating due to an enlarged prostate gland persistent or chronic cough such as occurs with smoking, asthma, or emphysema cough that occurs with too much phlegm (mucus) Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin. When using this product, do not exceed recommended dosage. Stop use and ask a doctor if nervousness, dizziness, or sleeplessness occur pain, nasal congestion, or cough gets worse, or lasts more than 5 days (children) or 7 days (adult) fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back, or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning Taking more than the recommended dose (overdose) may cause liver damage. In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
639662a8-36e6-4e3f-ba1e-a70975646799,cough,HALLS Honey,2019-01-25,"Purposes <Cough suppressant, Oral anesthetic>",Uses <Temporarily relieves: cough due to a cold occasional minor irritation or sore throat>,Active Ingredient <(per drop) Menthol 1.8 mg>,"Inactive ingredients <FD&C blue 1, FD&C red 40, FD&C yellow 5 (tartrazine), flavors, glucose syrup, honey, soy lecithin, sucrose, water>",Directions <adults and children 5 years and over: dissolve 3 drops (one at a time) slowly in the mouth. Repeat every 2 hours as needed. children under 5 years: ask a doctor>,"Warnings <Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, swelling, nausea, or vomiting, consult a doctor promptly. These may be serious.>"
6941fe97-673b-4f49-9e8f-8a001a9cbb0e,cough,Nighttime Cough Relief,2019-12-09,Purpose Cough suppressant Antihistamine,Uses temporarily relieves cold symptoms: • cough due to minor throat and bronchial irritation • runny nose and sneezing,Active ingredients (in each 30 mL) Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg,"Inactive ingredients alcohol, anhydrous citric acid, FD&C blue no. 1, FD&C red no. 40, flavor, high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate",Directions • take only as directed • only use the dose cup provided • do not exceed 4 doses per 24 hrs adults & children 12 yrs & over 30 mL every 6 hrs children 4 to under 12 yrs ask a doctor children under 4 yrs do not use,"Warnings Do not use • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have • glaucoma • cough that occurs with too much phlegm (mucus) • a breathing problem such as emphysema or chronic bronchitis • persistent or chronic cough as occurs with smoking, asthma, or emphysema • trouble urinating due to an enlarged prostate gland Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers When using this product • excitability may occur, especially in children • may cause marked drowsiness • avoid alcoholic drinks • be careful when driving a motor vehicle or operating machinery • alcohol, sedatives, and tranquilizers may increase drowsiness Stop use and ask a doctor if cough persists for more than 1 week, tends to recur, or is accompanied by fever, rash, or persistent headache. A persistent cough may be a sign of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222)."
85edd34b-e4fe-45e0-bd6c-4179f3777023,cough,tussin dm max daytime nighttime,2018-10-18,Purposes Cough suppressant Antihistamine,"Uses • temporarily relieves cough due to minor throat and bronchial irritation as may occur with a cold • temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: • runny nose • sneezing • itchy, watery eyes • itching of the nose or throat • controls the impulse to cough to help you sleep","Active ingredients (in each 20 mL) - NIGHTTIME Dextromethorphan HBr, USP 30 mg Doxylamine succinate, USP 12.5 mg","Inactive Ingredients anhydrous citric acid, benzoic acid, benzyl alcohol, carboxymethylcellulose sodium, FD&C blue #1, FD&C red #40, flavor, glycerin, menthol, polyethylene glycol, propylene glycol, purified water, sodium benzoate, sorbitol solution, sucralose, xanthan gum",Directions • measure only with dosing cup provided • keep dosing cup with product • mL = milliliter • do not take more than 4 doses in any 24-hour period • this adult product is not intended for use in children under 12 years of age age dose adults and children 12 years and over 20 mL every 6 hours children under 12 years do not use,"Warnings Do Not Use • to make a child sleepy • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Ask a doctor before use if you have • trouble urinating due to an enlarged prostate gland • glaucoma • cough that occurs with too much phlegm (mucus) • a breathing problem such as emphysema or chronic bronchitis • persistent or chronic cough such as occurs with smoking, asthma, or emphysema Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers When using this product • do not use more than directed • marked drowsiness may occur • avoid alcoholic drinks • alcohol, sedatives, and tranquilizers may increase drowsiness • be careful when driving a motor vehicle or operating machinery • excitability may occur, especially in children Stop use and ask a doctor if cough lasts for more than 7 days, comes back, or is accompanied by fever, rash, or persistent headache. A persistent cough may be a sign of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222)."
